Supplier.Name,Stage.Invoked,Reporting.Month,REPORTED.Total.Monthly.Potable.Water.Production.2014.2015,REPORTED.Total.Monthly.Potable.Water.Production.2013,REPORTED.Units,Total.Population.Served,Optional...Implementation,Conservation.Standard..starting.in.June.2015.,lat,long,liters.2014.2015,liters.2013,liters.normalized,liters.2014.2015.capita,capita.normalized,Month,Year,datesIdx
Alameda,Stage 2,15-Apr,957,1296,MG,340000,Information provided with July 2014 report - no updates at this time.,NULL,36.778261,-119.4179324,3622639795,4905894644,0.115431559,10654.82293,0.002742706,Apr,15,15-Apr
Alameda,Stage 2,15-Mar,961,1116,MG,340000,Information provided with July 2014 report - no updates at this time.,NULL,36.778261,-119.4179324,3637781445,4224520388,0.115914032,10699.35719,0.00275417,Mar,15,15-Mar
Alameda,Stage 2,15-Feb,795.2,901.6,MG,340000,Information provided with July 2014 report - no updates at this time.,NULL,36.778261,-119.4179324,3010160047,3412927941,0.095915544,8853.411904,0.002278997,Feb,15,15-Feb
Alameda,Stage 2,15-Jan,858.7,905.2,MG,340000,Information provided with July 2014 report - no updates at this time.,NULL,36.778261,-119.4179324,3250533743,3426555426,0.103574796,9560.393362,0.002460984,Jan,15,15-Jan
Alameda,Stage 2,14-Dec,809.1,1038.5,MG,340000,Information provided with July 2014 report - no updates at this time.,NULL,36.778261,-119.4179324,3062777281,3931150917,0.097592136,9008.168475,0.002318833,Dec,14,14-Dec
Alameda,Stage 2,14-Nov,903,1161,MG,340000,Information provided with July 2014 report - no updates at this time.,NULL,36.778261,-119.4179324,3418227518,4394863952,0.10891818,10053.61035,0.002587945,Nov,14,14-Nov
Alameda,Stage 2,14-Oct,1143.9,1444.6,MG,340000,Information provided with July 2014 report - no updates at this time.,NULL,36.778261,-119.4179324,4330133398,5468406947,0.137975089,12735.68646,0.00327835,Oct,14,14-Oct
Alameda,Stage 2,14-Sep,1221,1548,MG,340000,Information provided with July 2014 report - no updates at this time.,NULL,36.778261,-119.4179324,4621988704,5859818603,0.147274748,13594.08442,0.003499314,Sep,14,14-Sep
Alameda,Stage 2,14-Aug,1326.8,1742.2,MG,340000,Information provided with July 2014 report - no updates at this time.,NULL,36.778261,-119.4179324,5022485350,6594945717,0.160036147,14772.01574,0.003802531,Aug,14,14-Aug
Alameda,Stage 2,14-Jul,1401.2,1798,MG,337562,"- Enhanced outreach and conservation program in place.  - Enacted a Drought Surcharge on July 21, 2014 (additional charges for use above 16 units for SFR customers and on all usage for other use classifications). - Over 600 ordinance violation letters hav",NULL,36.778261,-119.4179324,5304120043,6806171737,0.169010137,15713.0247,0.00404476,Jul,14,14-Jul
Hawthorne,2,15-Aug,359.5,405.5,AF,44528,,16%,33.9654801,-118.3002512,443436225.3,500176326.4,0.014129623,9958.592914,0.002563486,Aug,15,15-Aug
Hawthorne,2,15-Jul,354,393.6,AF,44566,,16%,33.9654801,-118.3002512,436652082.7,485497908.9,0.013913454,9797.874674,0.002522115,Jul,15,15-Jul
Hawthorne,2,15-Jun,334.4,375.4,AF,44572,,16%,33.9654801,-118.3002512,412475865.7,463048564.6,0.013143104,9254.147575,0.002382152,Jun,15,15-Jun
Hawthorne,2,15-May,341.8,386.4,AF,44471,,NULL,33.9654801,-118.3002512,421603621.1,476616849.6,0.01343395,9480.416926,0.002440397,May,15,15-May
Hawthorne,2,15-Apr,328.4,346.6,AF,44504,,NULL,33.9654801,-118.3002512,405074983,427524327.3,0.012907283,9101.99045,0.002342984,Apr,15,15-Apr
Hawthorne,2,15-Mar,351.3,340.1,AF,44507,,NULL,33.9654801,-118.3002512,433321685.5,419506704.3,0.013807334,9736.034455,0.002506196,Mar,15,15-Mar
Hawthorne,2,15-Feb,311,297,AF,44459,,NULL,33.9654801,-118.3002512,383612423,366343696.5,0.012223401,8628.453698,0.002221089,Feb,15,15-Feb
Hawthorne,2,15-Jan,336,340,AF,44227,,NULL,33.9654801,-118.3002512,414449434.5,419383356.3,0.01320599,9370.959696,0.002412221,Jan,15,15-Jan
Hawthorne,2,14-Dec,333,346,AF,44189,,NULL,33.9654801,-118.3002512,410748993.1,426784239.1,0.013088079,9295.276949,0.002392739,Dec,14,14-Dec
Hawthorne,2,14-Nov,367,363,AF,44191,,NULL,33.9654801,-118.3002512,452687328.7,447753406.9,0.0144244,10243.88063,0.002636923,Nov,14,14-Nov
Hawthorne,2,14-Oct,432,387,AF,44165,,NULL,33.9654801,-118.3002512,532863558.6,477356937.9,0.01697913,12065.29058,0.003105781,Oct,14,14-Oct
Hawthorne,2,14-Sep,430,379,AF,44189,,NULL,33.9654801,-118.3002512,530396597.7,467489094.2,0.016900523,12002.91017,0.003089723,Sep,14,14-Sep
Hawthorne,2,14-Aug,436,405,AF,43496,,NULL,33.9654801,-118.3002512,537797480.4,499559586.2,0.017136344,12364.29742,0.003182749,Aug,14,14-Aug
Hawthorne,2,14-Jul,445,394,AF,43496,,NULL,33.9654801,-118.3002512,548898804.6,485991301.1,0.017490076,12619.52374,0.003248448,Jul,14,14-Jul
Hawthorne,2,14-Jun,395,375,AF,43496,,NULL,33.9654801,-118.3002512,487224781.6,462555172.4,0.015524899,11201.59972,0.002883454,Jun,14,14-Jun
Nipomo,3,15-Aug,180.9,274.4,AF,12512,,28%,36.778261,-119.4179324,223136615.2,338467038.1,0.007110011,17833.80876,0.004590681,Aug,15,15-Aug
Nipomo,3,15-Jul,177.6,282.4,AF,12512,,28%,36.778261,-119.4179324,219066129.6,348334881.8,0.006980309,17508.48223,0.004506937,Jul,15,15-Jul
Nipomo,3,15-Jun,183.6,272.1,AF,12512,,28%,36.778261,-119.4179324,226467012.4,335630033.1,0.00721613,18099.98501,0.004659199,Jun,15,15-Jun
Nipomo,3,15-May,183.2,265.4,AF,12512,,NULL,36.778261,-119.4179324,225973620.2,327365714,0.007200409,18060.55149,0.004649048,May,15,15-May
Nipomo,2,15-Apr,180,224,AF,12512,,NULL,36.778261,-119.4179324,222026482.7,276299623,0.007074637,17745.08334,0.004567842,Apr,15,15-Apr
Nipomo,2,15-Mar,57373241,60444010,G,12512,,NULL,36.778261,-119.4179324,217181385.6,228805513.1,0.006920254,17357.84732,0.004468162,Mar,15,15-Mar
Nipomo,2,15-Feb,134.8,136.3,AF,12148,,NULL,36.778261,-119.4179324,166273166,168123386.7,0.005298117,13687.28729,0.003523306,Feb,15,15-Feb
Nipomo,2,15-Jan,127,195,AF,12148,,NULL,36.778261,-119.4179324,156652018.4,240528689.6,0.00499155,12895.29292,0.003319435,Jan,15,15-Jan
Nipomo,2,14-Dec,105.6,178.5,AF,12150,,NULL,36.778261,-119.4179324,130255536.5,220176262.1,0.004150454,10720.62029,0.002759643,Dec,14,14-Dec
Nipomo,2,14-Nov,144.3,198.4,AF,12148,,NULL,36.778261,-119.4179324,177991230.3,244722523.2,0.005671501,14651.89581,0.00377161,Nov,14,14-Nov
Nipomo,2,14-Oct,201.7,240.5,AF,12148,,NULL,36.778261,-119.4179324,248793008.7,296652050.6,0.007927524,20480.16206,0.005271891,Oct,14,14-Oct
Nipomo,2,14-Sep,208.5,264,AF,12148,,NULL,36.778261,-119.4179324,257180675.8,325638841.4,0.008194788,21170.61869,0.005449624,Sep,14,14-Sep
Nipomo,2,14-Aug,222.4,274.4,AF,12148,,NULL,36.778261,-119.4179324,274326054.2,338467038.1,0.008741108,22581.99327,0.005812933,Aug,14,14-Aug
Nipomo,2,14-Jul,245.5,282.4,AF,12148,,NULL,36.778261,-119.4179324,302819452.9,348334881.8,0.009649019,24927.51505,0.006416704,Jul,14,14-Jul
Nipomo,2,14-Jun,227.6,272.1,AF,12148,,NULL,36.778261,-119.4179324,280740152.6,335630033.1,0.008945486,23109.98951,0.005948846,Jun,14,14-Jun
Rancho California,4a,15-Aug,6380,7720,AF,168972,"On May 14, 2014, the District's Board adopted a resolution of declaration of Stage 4a of its Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that responds to the SWB Emergency Regulation. This stage reduces the amount of water available to customers in the Tier 2 portion of their water budgets by 30%.  Additionally, RCWD revised its structure for the administration of fines for violations of the provisions of the WSCP.  These revisions allow staff to send a stronger signal to customers who violate WSCP provisions. Additionally, RCWD has begun passing through to these customers from Metropolitan Water District a surcharge for use in excess of their water budgets.    ",36%,36.778261,-119.4179324,7869605333,9522469149,0.250756593,46573.42834,0.011988676,Aug,15,15-Aug
South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe
Rancho California,4a,15-Jul,5125,7940,AF,168962,"On May 14, 2014, the District's Board adopted a resolution of declaration of Stage 4a of its Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that responds to the SWB Emergency Regulation. This stage reduces the amount of water available to customers in the Tier 2 portion of their water budgets by 30%. Additionally, RCWD revised its structure for the administration of fines for violations of the provisions of the WSCP. These revisions allow staff to send a stronger signal to customers who violate WSCP provisions. ",36%,36.778261,-119.4179324,6321587356,9793834850,0.201430649,37414.25502,0.009630972,Jul,15,15-Jul
Rancho California,4a,15-Jun,5751,7035,AF,168360,"On May 14, 2014, the District's Board adopted a resolution of declaration of Stage 4a of its Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. This stage reduces the amount of water available to customers in the Tier 2 portion of their water budgets by 30%. Additionally, RCWD revised its structure for the administration of fines for violations of the provisions of the WSCP. These revisions allow staff to send a stronger signal to customers who violate WSCP provisions. As customers begin to receive water bills with higher tiered rates applied to them for usage in excess of their reduced Tier 2 budgets, the District will ramp up its efforts to offer technical assistance aimed at helping customers to implement water conservation tactics.",36%,36.778261,-119.4179324,7093746124,8677535034,0.226034666,42134.39133,0.010846003,Jun,15,15-Jun
Rancho California,4a,15-May,4189,6887,AF,167551,"On May 14, 2014, the District's Board adopted a resolution of declaration of Stage 4a of its Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. This stage reduces the amount of water available to customers in the Tier 2 portion of their water budgets by 30%. Additionally, RCWD revised its structure for the administration of fines for violations of the provisions of the WSCP. These revisions allow staff to send a stronger signal to customers who violate WSCP provisions.",NULL,36.778261,-119.4179324,5167049646,8494979926,0.164642534,30838.6679,0.00793832,May,15,15-May
Rancho California,4a,15-Apr,5514,5562,AF,166659,"On May 14, 2014, the District's Board adopted a resolution of declaration of Stage 4a of its Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. This stage reduces the amount of water available to customers in the Tier 2 portion of their water budgets by 36%. Plans are also being made to revise the District's Water Conservation Policy to allow the District to send stronger financial signals to customers for water waste violations and to enforce water waste violations more swiftly. ",NULL,36.778261,-119.4179324,6801411255,6860618317,0.216719726,40810.3448,0.010505175,Apr,15,15-Apr
Rancho California,3a,15-Mar,4846,4265,AF,166620,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. In March 2015, the District Board approved a revised WSCP that adjusts water budgets within shortage stages, and responds to the recently updated SWB Emergency Regulation. The Board also declared Water Stage 3a, which is consistent with the SWB limited outdoor watering requirements. ",NULL,36.778261,-119.4179324,5977446308,5260794161,0.190464961,35874.72277,0.009234674,Mar,15,15-Mar
Rancho California,3a,15-Feb,3785,2689,AF,166581,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. In January 2015, the District Board approved an update WSCP that adjusts water budgets within shortage stages, which will go to a March 12, 2015 public hearing and possible adoption.",NULL,36.778261,-119.4179324,4668723540,3316828956,0.148763904,28026.74699,0.007214491,Feb,15,15-Feb
Rancho California,3a,15-Jan,2226,2872,AF,166543,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. In January 2015, the District Board approved an update WSCP that adjusts water budgets within shortage stages, which will go to a March 12, 2015 public hearing and possible adoption. ",NULL,36.778261,-119.4179324,2745727503,3542555880,0.087489683,16486.59808,0.004243889,Jan,15,15-Jan
Rancho California,3a,14-Dec,1982,3851,AF,166504,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. In January 2015, the District Board approved an update WSCP that adjusts water budgets within shortage stages, which will go to a March 2015 public hearing and possible adoption. ",NULL,36.778261,-119.4179324,2444758271,4750133250,0.077899619,14682.88012,0.003779586,Dec,14,14-Dec
Rancho California,3a,14-Nov,4626,4480,AF,166465,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. The District is now updating the WSCP to refine water budgets within shortage stages. ",NULL,36.778261,-119.4179324,5706080607,5525992459,0.181818182,34277.95997,0.008823644,Nov,14,14-Nov
Rancho California,3a,14-Oct,6544,5978,AF,166426,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. The District is now updating the WSCP to refine water budgets within shortage stages. ",NULL,36.778261,-119.4179324,8071896128,7373746188,0.257202374,48501.41281,0.012484967,Oct,14,14-Oct
Rancho California,3a,14-Sep,7040,7719,AF,166387,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan (WSCP) and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. The District is now updating the WSCP to refine water budgets within shortage stages. ",NULL,36.778261,-119.4179324,8683702436,9521235668,0.27669693,52189.78908,0.013434409,Sep,14,14-Sep
Rancho California,3a,14-Aug,7464,7720,AF,166348,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. ",NULL,36.778261,-119.4179324,9206698151,9522469149,0.293361632,55346.01048,0.014246866,Aug,14,14-Aug
Rancho California,3,14-Jul,7986,7940,AF,166309,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. ",NULL,36.778261,-119.4179324,9850574951,9793834850,0.31387808,59230.55849,0.015246805,Jul,14,14-Jul
Rancho California,3,14-Jun,7679,7035,AF,166194,"On August 15, 2014, the District's Board adopted a resolution of declaration of Stage 3, and approval of an updated Water Shortage Contingency Plan and Water Conservation Policy that, among other things, responds to the SWB Emergency Regulation. ",NULL,36.778261,-119.4179324,9471896450,8677535034,0.301811893,56993.01088,0.014670827,Jun,14,14-Jun
Rainbow,Level 2,15-Aug,2057,2568.9,AF,19495,,36%,36.778261,-119.4179324,2537269306,3168687953,0.080847384,130149.7464,0.033502432,Aug,15,15-Aug
Rainbow,Level 2,15-Jul,1652.7,2411.9,AF,19495,,36%,36.778261,-119.4179324,2038573156,2975031521,0.064956963,104569.0257,0.026917584,Jul,15,15-Jul
Rainbow,Level 2,15-Jun,1870.7,2360.1,AF,19611,,36%,36.778261,-119.4179324,2307471896,2911137233,0.073525135,117662.1231,0.030287937,Jun,15,15-Jun
Rainbow,Level 2,15-May,1265,2128.3,AF,19611,,NULL,36.778261,-119.4179324,1560352782,2625216462,0.04971898,79565.18186,0.020481232,May,15,15-May
Rainbow,Level 2,15-Apr,1881.2,1983.2,AF,19611,,NULL,36.778261,-119.4179324,2320423441,2446238448,0.073937822,118322.5456,0.030457939,Apr,15,15-Apr
Rainbow,Level 2,15-Mar,1560.1,1377.8,AF,19611,,NULL,36.778261,-119.4179324,1924352865,1699489377,0.061317455,98126.19781,0.025259106,Mar,15,15-Mar
Rainbow,LEVEL 2,15-Feb,1233.3,823.4,AF,19611,,NULL,36.778261,-119.4179324,1521251451,1015647811,0.048473057,77571.33501,0.019967986,Feb,15,15-Feb
Rainbow,Level 2,15-Jan,810.6,1302.7,AF,19611,,NULL,36.778261,-119.4179324,999859260.6,1606854995,0.031859451,50984.61377,0.013124179,Jan,15,15-Jan
Rainbow,Level 2,14-Dec,485.6,1302.7,AF,19611,,NULL,36.778261,-119.4179324,598978111.2,1606854995,0.0190858,30542.96626,0.007862202,Dec,14,14-Dec
Rainbow,Level,14-Nov,1879.2,1753.3,AF,19495,,NULL,36.778261,-119.4179324,2317956480,2162661290,0.073859215,118900.0503,0.030606597,Nov,14,14-Nov
Rainbow,Level 2,14-Oct,2355.5,2115.9,AF,19611,,NULL,36.778261,-119.4179324,2905463223,2609921305,0.092579491,148154.7714,0.038137187,Oct,14,14-Oct
Rainbow,Level 2,14-Sep,2149.3,2461.4,AF,19611,,NULL,36.778261,-119.4179324,2651119552,3036088804,0.084475101,135185.3323,0.034798665,Sep,14,14-Sep
Rainbow,2,14-Aug,922.5,873.8,AF,19495,,NULL,36.778261,-119.4179324,1137885724,1077815226,0.036257517,58368.08023,0.01502479,Aug,14,14-Aug
Rainbow,2,14-Jul,834.8,816.5,AF,19495,,NULL,36.778261,-119.4179324,1029709488,1007136795,0.032810596,52819.15813,0.013596417,Jul,14,14-Jul
Rainbow,2,14-Jun,870.5,754,AF,19495,,NULL,36.778261,-119.4179324,1073744740,930044266.6,0.034213733,55077.95538,0.014177864,Jun,14,14-Jun
Oceanside,Level 2 Drought Alert,15-Aug,2381.5,3108,AF,171183,,20%,37.6717986,-122.4897067,2937533715,3833657269,0.093601383,17160.19532,0.004417283,Aug,15,15-Aug
Oceanside,Level 2,15-Jul,2102.7,3083.3,AF,171183,,20%,37.6717986,-122.4897067,2593639363,3803190301,0.082643556,15151.26714,0.003900156,Jul,15,15-Jul
Oceanside,Level 2,15-Jun,2161.9,2891.9,AF,171183,,20%,37.6717986,-122.4897067,2666661406,3567102141,0.084970326,15577.84012,0.004009962,Jun,15,15-Jun
Oceanside,Level 2,15-May,1919.7,2796.3,AF,171183,,NULL,37.6717986,-122.4897067,2367912438,3449181409,0.075451008,13832.63781,0.003560722,May,15,15-May
Oceanside,Level 2,15-Apr,2249.1,2460.4,AF,171183,,NULL,37.6717986,-122.4897067,2774220902,3034855323,0.088397595,16206.1706,0.004171703,Apr,15,15-Apr
Oceanside,Level 2,15-Mar,2111.5,2050.5,AF,171183,,NULL,37.6717986,-122.4897067,2604493991,2529251683,0.082989427,15214.67664,0.003916478,Mar,15,15-Mar
Oceanside,Level 2,15-Feb,1718.3,1544.2,AF,171183,,NULL,37.6717986,-122.4897067,2119489474,1904740526,0.067535275,12381.42499,0.003187158,Feb,15,15-Feb
Oceanside,Level 2,15-Jan,1511.9,1571.2,AF,171183,,NULL,37.6717986,-122.4897067,1864899107,1938044498,0.059423024,10894.18404,0.002804321,Jan,15,15-Jan
Oceanside,Level 2,14-Dec,1335.2,1782.7,AF,171183,,NULL,37.6717986,-122.4897067,1646943110,2198925616,0.052478088,9620.950152,0.002476572,Dec,14,14-Dec
Oceanside,Level 2,14-Nov,2012.7,1980.3,AF,171183,,NULL,37.6717986,-122.4897067,2482626121,2442661354,0.079106237,14502.76091,0.003733221,Nov,14,14-Nov
Oceanside,Level 2,14-Oct,2597.4,2534.1,AF,171183,,NULL,37.6717986,-122.4897067,3203842146,3125762833,0.102087018,18715.8897,0.004817741,Oct,14,14-Oct
Oceanside,Level 2,14-Sep,2786.3,2882.6,AF,171183,,NULL,37.6717986,-122.4897067,3436846605,3555630773,0.109511457,20077.03221,0.005168119,Sep,14,14-Sep
Oceanside,Drought Level 2,14-Aug,2864,3108,AF,171183,,NULL,37.6717986,-122.4897067,3532688037,3833657269,0.112565342,20636.90925,0.00531224,Aug,14,14-Aug
Oceanside,Drought Level 2,14-Jul,3045,3083.3,AF,171183,,NULL,37.6717986,-122.4897067,3755948000,3803190301,0.119679283,21941.12733,0.005647964,Jul,14,14-Jul
Oceanside,Drought level 2,14-Jun,2959.3,2891.9,AF,171183,,NULL,37.6717986,-122.4897067,3650238724,3567102141,0.11631097,21323.60529,0.005489005,Jun,14,14-Jun
Riverside,Stage 4-B,15-Aug,2126,2964,AF,96139,"On May 20, 2015, Western adopted Resolution 2910 which implemented Stage 4-B in the Water Supply Contingency Plan. This stage reduced all outdoor water allocations by 30 percent and CII allocations by 10 percent. In addition, Tiers 3 and 4 of Western’s water rate structure were removed. All water use above a customer’s adjusted water allocation will be charged the applicable Tier 5 water rate. Western has sent individualized letters to customers informing them of the changes in allocations and asking for an outdoor water use reduction of 50 percent. The first water bills with adjusted allocations will go out in July – further reductions in water use are expected to occur as customers get their water bills. Western expects that through the combination of reduced water allocations, enhanced outreach and rebate programs, as well as the enforcement of prohibitions and restrictions, we will ultimately achieve the mandated 32% reduction.",32%,33.9109853,-117.2899797,2622379457,3656036083,0.083559329,27276.95792,0.007021485,Aug,15,15-Aug
Riverside,Stage 4-B,15-Jul,1972,3015,AF,96139,"On May 20, 2015, Western adopted Resolution 2910 which implemented Stage 4-B in the Water Supply Contingency Plan. This stage reduced all outdoor water allocations by 30 percent and CII allocations by 10 percent. In addition, Tiers 3 and 4 of Western’s water rate structure were removed. All water use above a customer’s adjusted water allocation will be charged the applicable Tier 5 water rate. Western has sent individualized letters to customers informing them of the changes in allocations and asking for an outdoor water use reduction of 50 percent. The first water bills with adjusted allocations will go out in July – further reductions in water use are expected to occur as customers get their water bills. Western expects that through the combination of reduced water allocations, enhanced outreach and rebate programs, as well as the enforcement of prohibitions and restrictions, we will ultimately achieve the mandated 32% reduction.",32%,33.9109853,-117.2899797,2432423467,3718943586,0.077506583,25301.11054,0.006512873,Jul,15,15-Jul
Riverside,Stage 4-B,15-Jun,2158,2739,AF,96139,"On May 20, 2015, Western adopted Resolution 2910 which implemented Stage 4-B in the Water Supply Contingency Plan. This stage reduced all outdoor water allocations by 30 percent and CII allocations by 10 percent. In addition, Tiers 3 and 4 of Western’s water rate structure were removed. All water use above a customer’s adjusted water allocation will be charged the applicable Tier 5 water rate. Western has sent individualized letters to customers informing them of the changes in allocations and asking for an outdoor water use reduction of 50 percent. The first water bills with adjusted allocations will go out in July – further reductions in water use are expected to occur as customers get their water bills. Western expects that through the combination of reduced water allocations, enhanced outreach and rebate programs, as well as the enforcement of prohibitions and restrictions, we will ultimately achieve the mandated 32% reduction.",32%,33.9109853,-117.2899797,2661850832,3378502979,0.084817042,27687.52361,0.00712717,Jun,15,15-Jun
Riverside,Stage 4-B,15-May,1779,2547,AF,96139,"On May 20, 2015, Western adopted Resolution 2910 which implemented Stage 4-B in the Water Supply Contingency Plan. This stage reduced all outdoor water allocations by 30 percent and CII allocations by 10 percent. In addition, Tiers 3 and 4 of Western’s water rate structure were removed. All water use above a customer’s adjusted water allocation will be charged the applicable Tier 5 water rate. Western has sent individualized letters to customers informing them of the changes in allocations and asking for an outdoor water use reduction of 50 percent. The first water bills with adjusted allocations will go out in July – further reductions in water use are expected to occur as customers get their water bills. Western expects that through the combination of reduced water allocations, enhanced outreach and rebate programs, as well as the enforcement of prohibitions and restrictions, we will ultimately achieve the mandated 32% reduction.",NULL,33.9109853,-117.2899797,2194361738,3141674731,0.069921,22824.88624,0.005875457,May,15,15-May
Riverside,Stage 1,15-Apr,1910,2075,AF,96139,,NULL,33.9109853,-117.2899797,2355947678,2559471954,0.075069764,24505.63952,0.006308107,Apr,15,15-Apr
Riverside,Stage 1,15-Mar,1691,1611,AF,96139,,NULL,33.9109853,-117.2899797,2085815457,1987137021,0.066462288,21695.83059,0.005584821,Mar,15,15-Mar
Riverside,Stage 1,15-Feb,1187,1075,AF,85469,,NULL,33.9109853,-117.2899797,1464141306,1325991494,0.046653303,17130.67084,0.004409683,Feb,15,15-Feb
Riverside,Stage 1,15-Jan,949,1003,AF,96139,,NULL,33.9109853,-117.2899797,1170572956,1237180901,0.037299061,12175.83869,0.003134237,Jan,15,15-Jan
Riverside,Stage 1,14-Dec,1031,1414,AF,96139,,NULL,33.9109853,-117.2899797,1271718354,1744141370,0.040521951,13227.91327,0.003405057,Dec,14,14-Dec
Riverside,Stage 1,14-Nov,1595,1655,AF,96139,,NULL,33.9109853,-117.2899797,1967401333,2041410161,0.062689148,20464.13353,0.005267765,Nov,14,14-Nov
Riverside,Stage 1,14-Oct,2246,2132,AF,96139,,NULL,33.9109853,-117.2899797,2770397112,2629780340,0.088275754,28816.57925,0.007417805,Oct,14,14-Oct
Riverside,Stage 1,14-Sep,2372,2561,AF,96139,,NULL,33.9109853,-117.2899797,2925815650,3158943457,0.093228,30433.18165,0.007833942,Sep,14,14-Sep
Riverside,Stage 1,14-Aug,2581,2768,AF,96139,,NULL,33.9109853,-117.2899797,3183613066,3414273912,0.10144244,33114.6888,0.008524201,Aug,14,14-Aug
Riverside,Stage 1,14-Jul,2826.12,2849.03,AF,96139,,NULL,33.9109853,-117.2899797,3485963797,3514222834,0.111076524,36259.62197,0.009333752,Jul,14,14-Jul
Riverside,Stage 1,14-Jun,2656.38,2610.65,AF,96139,,NULL,33.9109853,-117.2899797,3276592824,3220185762,0.104405141,34081.8276,0.008773157,Jun,14,14-Jun
Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City
Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City
Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City
Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City,Sunnyside-Tahoe City
